type,variant,input,n,rep,time_ns
double B A 1000000 1093730.00
double B A 1000000 1087388.00
double B A 1000000 1087268.00
double B A 10000000 12487042.00
double B A 10000000 12459892.00
double B A 10000000 12466406.00
double B A 10000000 12468048.00
double B A 10000000 12464382.00
double B A 10000000 12461118.00
double B A 10000000 12461434.00
double B A 10000000 12464102.00
double B A 10000000 12462750.00
double B A 10000000 12469942.00
double B A 10000000 12455502.00
double B A 10000000 12470010.00
double B A 10000000 12462132.00
double B A 10000000 12470608.00
double B A 10000000 12462724.00
double B A 100000000 127963852.00
double B A 100000000 127925118.00
double B A 100000000 127916934.00
double B A 100000000 127870470.00
double B A 100000000 127933160.00
double B A 100000000 127910830.00
double B A 100000000 127921156.00
double B A 100000000 127974580.00
double B A 100000000 128037286.00
double B A 100000000 128064524.00
double B A 100000000 128076750.00
double B A 100000000 128775388.00
double B A 100000000 128016064.00
double B A 100000000 128608784.00
double B A 100000000 128024832.00
double B D 1000000 1089018.00
double B D 1000000 1088496.00
double B D 1000000 1087740.00
double B D 1000000 1090196.00
double B D 1000000 1088020.00
double B D 1000000 1092948.00
double B D 1000000 1088528.00
double B D 1000000 1087676.00
double B D 1000000 1087544.00
double B D 1000000 1087686.00
double B D 1000000 1088040.00
double B D 1000000 1087510.00
double B D 1000000 1087380.00
double B D 1000000 1087542.00
double B D 1000000 1087272.00
double B D 10000000 12470732.00
double B D 10000000 12444024.00
double B D 10000000 12465388.00
double B D 10000000 12452334.00
double B D 10000000 12457600.00
double B D 10000000 12458622.00
double B D 10000000 12460646.00
double B D 10000000 12453520.00
double B D 10000000 12452618.00
double B D 10000000 12454776.00
double B D 10000000 12458292.00
double B D 10000000 12459384.00
double B D 10000000 12447094.00
double B D 10000000 12465372.00
double B D 10000000 12460232.00
double B D 100000000 127817304.00
double B D 100000000 127779192.00
double B D 100000000 127794774.00
double B D 100000000 127776454.00
double B D 100000000 127861792.00
double B D 100000000 127946684.00
double B D 100000000 127957696.00
double B D 100000000 127973024.00
double B D 100000000 127983908.00
double B D 100000000 127988496.00
double B D 100000000 128048772.00
double B D 100000000 128638220.00
double B D 100000000 127904232.00
double B D 100000000 128574784.00
double B D 100000000 127829204.00
double B R 1000000 1088472.00
double B R 1000000 1087472.00
double B R 1000000 1091632.00
double B R 1000000 1089950.00
double B R 1000000 1087472.00
double B R 1000000 1087188.00
double B R 1000000 1087426.00
double B R 1000000 1087416.00
double B R 1000000 1089688.00
double B R 1000000 1088258.00
double B R 1000000 1087424.00
double B R 1000000 1087822.00
double B R 1000000 1088540.00
double B R 1000000 1090968.00
double B R 1000000 1087642.00
double B R 10000000 12453112.00
double B R 10000000 12447396.00
double B R 10000000 12452816.00
double B R 10000000 12451662.00
double B R 10000000 12452326.00
double B R 10000000 12451578.00
double B R 10000000 12459396.00
double B R 10000000 12448816.00
double B R 10000000 12464554.00
double B R 10000000 12454680.00
double B R 10000000 12462798.00
double B R 10000000 12454986.00
double B R 10000000 12454984.00
double B R 10000000 12461274.00
double B R 10000000 12456502.00
double B R 100000000 128075424.00
double B R 100000000 128041624.00
double B R 100000000 128000404.00
double B R 100000000 127991244.00
double B R 100000000 128681032.00
double B R 100000000 127912158.00
double B R 100000000 128301520.00
double B R 100000000 128249688.00
double B R 100000000 127995878.00
double B R 100000000 128827546.00
double B R 100000000 128067240.00
double B R 100000000 128037118.00
double B R 100000000 128103036.00
double B R 100000000 128721784.00
double B R 100000000 128014496.00
